realDonaldTrump_tweet,realDonaldTrump_date,JustinTrudeau_tweet,JustinTrudeau_date
"STOCK MARKET CLOSES AT ALL-TIME HIGH! What a great time for the Radical Left, Do Nothing Democrats to Impeach your favorite President, especially since he has not done anything wrong!",2019-12-24,"Quelle année pour @Bandreescu_! Félicitations, Bianca, pour avoir remporté le trophée Lou Marsh! Tu l’as bien mérité, et on est très fiers de toi. ",2019-12-09
NASDAQ UP 72.2% SINCE OUR GREAT 2016 ELECTION VICTORY! DOW UP 55.8%. The best is yet to come!,2019-12-23,"Our 1st act of this mandate: cutting taxes for everyone but the wealthiest. What it means You won’t pay federal taxes on the first $15,000 you earn Families would save nearly $600/yr Single people would save nearly $300/yr The wealthiest 1% will NOT benefit from it",2019-12-09
I agree 100%!,2019-12-23,Notre 1er geste: réduire l’impôt de tous sauf des plus riches. Ça signifie Pas d’impôt fédéral sur le 1er 15 000$gagné près de 600$/année d’épargne pour les familles près de 300$/année d’épargne pour les célibataires AUCUNE réduction pour le 1% des plus riches,2019-12-09
Wouldn’t it be reasonable to assume that Republicans in the Senate should handle the Impeachment Hoax in the exact same manner as Democrats in the House handled their recent partisan scam? Why would it be different for Republicans than it was for the Radical Left Democrats?,2019-12-23,"One of the first things we did in our first mandate was cut taxes for the middle class, and we’re doing it again. Our first order of business is to cut taxes for everyone but the wealthiest – so your family can have nearly $600 more per year to pay for what you need.",2019-12-09
"....What right does Crazy Nancy have to hold up this Senate trial. None! She has a bad case and would rather not have a negative decision. This Witch Hunt must end NOW with a trial in the Senate, or let her default & lose. No more time should be wasted on this Impeachment Scam!",2019-12-23,"L’une des premières choses qu’on a faites durant notre premier mandat a été de réduire les impôts pour la classe moyenne, et nous le faisons encore. Nous allons réduire les impôts de tous sauf des plus riches, pour remettre à votre famille près de 600 dollars de plus par année.",2019-12-09
"Nancy Pelosi, who has already lost the House & Speakership once, & is about to lose it again, is doing everything she can to delay the zero Republican vote Articles of Impeachment. She is trying to take over the Senate, & Cryin’ Chuck is trying to take over the trial. No way!....",2019-12-23,Tragic news from New Zealand this morning. Canadians are thinking of the families & loved ones of everyone affected by the deadly volcano eruption on White Island. And we're wishing a full & speedy recovery to everyone that was injured.,2019-12-09
"Pelosi gives us the most unfair trial in the history of the U.S. Congress, and now she is crying for fairness in the Senate, and breaking all rules while doing so. She lost Congress once, she will do it again!",2019-12-23,Nouvelles tragiques venues de Nouvelle-Zélande ce matin. Les Canadiens pensent aux familles et aux proches de toutes les personnes touchées par l'éruption volcanique survenue à White Island. Nous souhaitons un prompt rétablissement à tous les blessés.,2019-12-09
"The Democrats and Crooked Hillary paid for & provided a Fake Dossier, with phony information gotten from foreign sources, pushed it to the corrupt media & Dirty Cops, & have now been caught. They spied on my campaign, then tried to cover it up - Just Like Watergate, but bigger!",2019-12-22,"14 women taken too soon because of gender-based violence. Daughters. Sisters. Friends. Students. Colleagues. Engineers. Tonight, we remember them, mourn their loss, and keep working so it never happens again.",2019-12-07
"Melania and I send our warmest wishes to Jewish people in the United States, Israel, and across the world as you commence the 8-day celebration of Hanukkah.",2019-12-22,"14 femmes disparues trop tôt à cause de la violence fondée sur le sexe. Des filles. Des sœurs. Des amies. Des étudiantes. Des collègues. Des ingénieures. Ce soir, on pleure leur perte et on continue nos efforts pour que ça n’arrive plus jamais.",2019-12-07
"Crazy Nancy wants to dictate terms on the Impeachment Hoax to the Republican Majority Senate, but striped away all Due Process, no lawyers or witnesses, on the Democrat Majority House. The Dems just wish it would all end. Their case is dead, their poll numbers are horrendous!",2019-12-22,"Thanks for the meeting today, @Premier_Silver. When it comes to taking action to make life better for Yukoners – like investing in infrastructure, fighting climate change, &amp; continuing on the path toward reconciliation – you can count on our government as a strong partner.",2019-12-06
,2019-12-22,"Merci pour la rencontre, @Premier_Silver. Quand il s’agit de prendre des mesures pour améliorer la vie des Yukonnais – comme investir dans l’infrastructure, lutter contre les changements climatiques et aller vers la réconciliation – vous pouvez compter sur notre gouvernement.",2019-12-06
,2019-12-22,These 14 women were murdered 30 years ago at École Polytechnique de Montréal. Their deaths robbed us of their limitless potential and bright futures. It is more than time for change. We can and we must put an end to gender-based violence. https://bit.ly/2OTdDBL,2019-12-06
,2019-12-21,Ces 14 femmes ont été tuées il y a 30 ans à l’École Polytechnique de Montréal. Leur décès nous a privé de leur potentiel illimité et de leur avenir prometteur. Il est temps que ça change. Nous pouvons et devons mettre fin à la violence fondée sur le sexe. https://bit.ly/2rowo7h,2019-12-06
"Last night I was so proud to have signed the largest Defense Bill ever. The very vital Space Force was created. New planes, ships, missiles, rockets and equipment of every kind, and all made right here in the USA. Additionally, we got Border Wall (being built) funding. Nice!",2019-12-21,"I sat down with @CCochrane_NWT today - the first time since her selection as Premier of the Northwest Territories. We focused on fighting climate change, moving forward on reconciliation &amp; the work we'll do together for Northerners. Thanks for the meeting (and happy birthday)!",2019-12-05
https://twitter.com/DeptofDefense/status/1208186990400692224,2019-12-21,"J’ai rencontré @CCochrane_NWT aujourd'hui pour la première fois depuis qu’elle a été élue première ministre des T.N.-O. Au programme : lutte contre les changements climatiques, réconciliation et collaboration au profit des gens du Nord. Merci pour la rencontre (et bonne fête)!",2019-12-05
The great Democrat disgrace. But we are winning!,2019-12-21,"Our government will stand up for our values around the world. We’ll keep building partnerships, renew our commitment to peacekeeping, and help the most vulnerable to make our country – and our world – a better & safer place to live. https://bit.ly/2YmeU7r",2019-12-05
"Plus, never did anything wrong. Read the Transcripts. A Democrat Hoax!",2019-12-21,"Canadians deserve to be healthy & feel safe. We'll work with provinces & territories to make sure people can access quality health care, including drug coverage. And we’ll take action to keep communities safe by banning military-style assault rifles. More: https://bit.ly/2RnT9mn",2019-12-05
Broke all time Stock Market Record again today. 135 times since my 2016 Election Win. Thank you!,2019-12-21,"In 2015, we promised a new relationship with Indigenous peoples. We’ve made important progress, but there is still much to do. We’ll keep moving forward in partnership to help deliver a better quality of life for Indigenous families and communities: https://bit.ly/365BMe5",2019-12-05
Thank you Franklin!,2019-12-21,"Our first act as government will be to cut taxes for everyone but the wealthiest – giving more money to middle class families & people who need it most. We’ll also make it easier to get an education or a job, buy a first home, find child care, and more: https://bit.ly/389TJKv",2019-12-05
,2019-12-21,We'll keep leading the way on climate action with a price on pollution & targets to reach net-zero emissions. We’ll support clean communities & homes and protect more of our land & oceans – while getting our resources to new markets & supporting workers: https://bit.ly/2RmbWyi,2019-12-05
"BIG thank you to Mac Thornberry (@MacTXPress) for a GREAT Defense Deal! Mac has been a champion for our Military and Vets his whole career, and now he can add Space Force to his accomplishments. Look forward to another great defense bill next year, Mac! @HASCRepublicans",2019-12-21,"Canadians chose to keep moving forward, and this is our government’s plan to do just that. Get the details on it in this thread https://www.canada.ca/en/privy-council/campaigns/speech-throne/speech-from-the-throne.html",2019-12-05
"Proud of @JimInhofe’s tenacious Oklahoma spirit that got the NDAA done. Maybe the best yet because it takes care of troops &amp; establishes SPACE FORCE, which is 1st new branch since 1947 (Air Force). Another huge win for Jim’s legacy. To many more! @SASCMajority",2019-12-21,"On va défendre nos valeurs partout dans le monde. On va continuer d'établir des partenariats, de renouveler notre engagement au maintien de la paix et d'aider les plus vulnérables pour faire de notre pays et de notre monde un endroit meilleur et plus sûr. https://bit.ly/2YpUn1R",2019-12-05
My Administration pushed to include a big expansion to Veteran telehealth in the spending bill so that the brave men and women who served our Country get the care they need. #RuralProsperity,2019-12-21,"Pour assurer la santé et la sécurité des Canadiens on va collaborer avec les provinces et les territoires pour leur offrir un accès à des soins de qualité, y compris une assurance-médicaments, et on va interdire les fusils d'assaut de type militaire. Info: https://bit.ly/2LpwjXy",2019-12-05
Honored to finally put an end to the “Widow’s Tax” and ensure that our surviving military spouses receive their full benefits. The spouses and families of our fallen heroes have suffered enough and WE must do everything in our power to ease the burden.,2019-12-21,En 2015 on a promis de renouveler la relation avec les Autochtones. On a fait d'importants progrès mais il reste encore beaucoup à faire. On va poursuivre notre collaboration pour offrir une meilleure qualité de vie aux familles et communautés autochtones: https://bit.ly/2YrldGX,2019-12-05
